average_salary,Industry
49250.0,GLAM (galleries libraries archives museums)
49000.0,State Environmental Agency
49000.0,Skin health care
49000.0,Retail Logistics
49000.0,Private Investigations
49000.0,HealthEucation
49000.0,Auction House
48798.0,Telematics
48770.0,Arts Fundraising
48757.1428571429,Museum Education
48680.0,Janitorial supplies
48600.0,First responder
48500.0,aquaria and conservation
48460.5,TV
48368.2727272727,Church
48333.3333333333,Private Security
48300.0,High Education
48195.0,Aerospace Finance
48100.0,Legak
48100.0,Health sector
48000.0,Sciences
48000.0,Rental items/ retail sales
48000.0,Rail and Track
48000.0,Optical/Healthcare
48000.0,Municipal-related nonprofit
48000.0,Mini Casino
48000.0,Media/Book Publishing
48000.0,Library/Non-profit
48000.0,Frozen Grocery
48000.0,Food Service/Agriculture
48000.0,College Counseling Cebter
47950.0,Youth Charity
47950.0,Non for profit
47943.15,Regulation/Healthcare
47900.0,Freight Forwarding
47800.0,Housing Finance
47650.0,School District
47500.0,Tissue Banking
47500.0,Small Electronics Repair
47500.0,Plastic injection molding
47500.0,Off Price Retail
47500.0,Nutritional Supplements
47500.0,Low Voltage
47500.0,Funeral Industry
47500.0,Distillery
47400.0,Furniture Retail
47320.0,gRAIN AND FEED
47216.6666666667,Title Insurance
47200.0,Design Build
47200.0,Behavioral research equipment
47006.5,Building
47000.0,ed tech startup
47000.0,Substance abuse treatment center
47000.0,School Photography
47000.0,Retail back office support
47000.0,Planning/Design
47000.0,Metal Fabrication
47000.0,Legal (Intellectual Property)
47000.0,Higher Ed. Visual Resources
47000.0,Children's Museum
47000.0,Chamber of Commerce
47000.0,Aviation/Navigation
47000.0,Arts and entertainment
46580.0,Accountancy
46500.0,Fashion / E-commerce
46400.0,Serious Games
46300.0,Event Production
46300.0,Early Education
46250.0,P12 Education
46108.0,Cultural Resource Management
46040.0,Religious Organization
46000.0,University Libraries/Museums
46000.0,Union office
46000.0,Tech/Real Estate
46000.0,State health department
46000.0,Semicondutor
46000.0,Safety Training
46000.0,Relocation Services
46000.0,Physical commodities trading
46000.0,Paint & Coatings
46000.0,Metal Fab Shop
46000.0,Legal support
46000.0,Legal aid
46000.0,Human Resouces
46000.0,Customer Relations
46000.0,Coworking/Commercial Real Estate
46000.0,CdL delivery driver hazmat
46000.0,Beer Manufacturing
45895.0,Scientist biology
45873.1666666667,Call Center
45590.0,"Libraries, Archives and Museums"
45520.0,Religious / Church
45507.5,TV Production
45500.0,Magazine/journalism
45500.0,Fuel
45500.0,Employee recognition
45500.0,Collections
45210.0,Science Publishing
45200.0,Not Profit
45155.2,Charitable
45140.0,Social housing
45000.0,nursery
45000.0,Winery
45000.0,Victim Services
45000.0,Theatrical installation
45000.0,Renewable fuels
45000.0,Print advertising
45000.0,Photography (family and portrait)
45000.0,Paint Supply
45000.0,Outdoor Furniture Customer Service
45000.0,Nutraceutical Manufacturing
45000.0,NGO/non profit org
45000.0,Metal Recycling
45000.0,Legal - Immigration Law
45000.0,"Law, specifically a niche within Environmental law"
45000.0,Landscape supply
45000.0,K-12 Education (non-school)
45000.0,HVAC Residential
45000.0,Events/Weddings - Floral Design
45000.0,EComm & Video and Film
45000.0,Custom Apparel
45000.0,Catering
45000.0,Assessor
45000.0,Arts (classical music)
45000.0,Art Consulting
45000.0,Admin/Environmental Consulting
45000.0,Admin A/R Billing
44904.0,Hotel
44900.0,Retail banking
44840.0,Safety Regulation
44740.0,College Athletics
44730.5,Science R&D
44665.5,Finance (non-profit)
44607.3846153846,museum (non-profit)
44500.0,police work
44500.0,Food and hospitality
44400.0,Heavy Automotive
44200.0,Training & Development
44180.5,Sports Management
44000.0,Supply Chain Transportation
44000.0,SaaS Marketing
44000.0,Retail/industrial products
44000.0,Public Horticulture
44000.0,Municipality
44000.0,Hopsitality and Tourism
44000.0,Heavy Duty Manufacturing
44000.0,Film & Branded Content
44000.0,Coal/Energy
43850.0,Science Research
43804.0,Kitchen Appliance
43750.0,Life Science Research
43750.0,Graduate Medical Education
43700.0,Customs
43680.0,UX (Tech)
43600.0,The arts
43600.0,Homelessness services
43500.0,Jan-San
43433.3333333333,Biological Research
43155.0,Arts Marketing
43000.0,YMCA
43000.0,Religion (synagogue)
43000.0,Podcasting
43000.0,"Museums, Archvies, Libraries"
43000.0,Legal / Administrative
43000.0,Judicial
43000.0,Health Communication
43000.0,Fitness Technology
43000.0,Billing
43000.0,Athletic Drug Testing
43000.0,Airport Retail
42920.0,Town planning
42900.0,Parts Distribution
42848.0,Heavy Machinery Operation
42800.0,NGO/not-for-profit/charities
42680.0,Outdoor Education
42600.0,Funeral
42550.0,"Galleries, Libraries, Archives & Museums"
42500.0,Motorsports
42500.0,Event Rentals
42450.0,Gambling
42250.0,Copywriting
42213.3333333333,Dental Industry/Medical Manufacturing
42160.0,Music Licensing
42135.5,Medical Insurance
42000.0,edution
42000.0,Wellness/Fitness
42000.0,Science Collections
42000.0,Sales/Account Management
42000.0,Public opinion Research
42000.0,Privatr Higher Education
42000.0,Motion Graphics
42000.0,Machinery
42000.0,Labor Unions
42000.0,IT technician
42000.0,Design/Advertising
42000.0,Cancer Clinical Trials
42000.0,Benefit Compensation
42000.0,Arts/Museum
41600.0,Lighting & Signing
41565.875,Heritage
41440.0,Textile printing
41440.0,Social and community services
41270.0,Music Education
41200.0,Tele marketing
41100.0,drinks
41100.0,Oublishing
41100.0,Diversity & Inclusion
41100.0,Charity Marketing
41000.0,Pet Food
41000.0,Legal/Accounting
41000.0,Informal Science Education
41000.0,Health/laboratory
41000.0,Foster care/family services
41000.0,Cancer Research
40838.4366666667,Arts & Culture
40800.0,trade organization
40800.0,Lumber
40700.0,Youth Work
40700.0,Luxury retail
40700.0,Heating & AC wholesale
40700.0,Garment Industry
40563.2,Tech support
40552.0,Heritage / Conservation - Non-Profit
40550.0,college administration
40500.0,Temp Work
40500.0,Physical Therapy
40425.0,Admin
40395.82,Bakery (Wholesale and Retail)
40000.0,the theater
40000.0,hvac fabrication
40000.0,Wholesale lumber
40000.0,Staffing/IT
40000.0,Science/Technology
40000.0,Remodel/countertop sales
40000.0,Refrigeration tech
40000.0,Process Industry- Marketing
40000.0,Phamarcy
40000.0,Packaging Research and Online Education
40000.0,POS Technology
40000.0,Lubricants
40000.0,Landscape maintenance
40000.0,Hearing Health Care
40000.0,Headwear
40000.0,HVACR
40000.0,Govt- social work
40000.0,Fitness and music
40000.0,EdTech (specific to language acquisition)
40000.0,Church/Religious institute
40000.0,Background Screening
40000.0,Awards & Recognition
40000.0,Arts & Entertainment
40000.0,Art and Culture
40000.0,AUTO REPAIR
40000.0,3rd party logisitcs
39833.3333333333,Child Welfare
39600.0,Print media/newspapers
39500.0,Law/Consulting
39394.35,Charities
39380.0,Home Improvement / Retail
39312.0,Craft beverage production
39300.0,Science - biology
39200.0,Music Retail
39000.0,Vetainary
39000.0,Sports/Live Music
39000.0,School Custodial
39000.0,News Production
39000.0,Homecare
39000.0,Design Wholesale
39000.0,Creative services
39000.0,BPO Company
38800.0,Theater/Arts Nonprofit
38615.0,Translation
38562.0,Early Childhood Education
38500.0,Testing/Inspection/Certification
38400.0,FL state gov't
38360.0,Private Medical Insurance
38360.0,Mobile phone retail
38014.0,Library/Academia
38000.0,wildlife conservation
38000.0,test development
38000.0,bookseller
38000.0,Title Examination
38000.0,Screen printing
38000.0,Parks and Recreation
38000.0,Jewelry
38000.0,Gig economy
38000.0,Fabric Design
38000.0,Customs/ Transportation
38000.0,Academia - human neuroscience
37999.5,Coaching
37701.0,Public School
37500.0,GLAM
37440.0,"Painting, Stucco"
37440.0,Office Admin
37352.0,Coffee Retail
37260.0,Biophysics
37000.0,Truck leasing
37000.0,"Retail, Customer Service"
37000.0,Heritage/Museums
37000.0,Front Desk
37000.0,Food Bank
37000.0,Family Owned Small Business- retail
37000.0,FInance/Call centre
37000.0,Dental Manufacturing
37000.0,Art gallery
36800.0,Higher edudation
36800.0,Fire Alarm System Sales and Service
36495.0,Brewery
36400.0,Graphics & printing
36200.0,Live Theatre
36200.0,Food - catering
36036.0,School Administration
36000.0,Wildlife Management
36000.0,Visual Arts (Nonprofit)
36000.0,Sort-of-Government-Run Performing Arts Nonprofit
36000.0,Massage
36000.0,Iibrary
36000.0,Diesel Fuel Injection Repair (specialty auto)
36000.0,Charitable fundraising organization
35779.0,SubPrime Finance
35750.0,Hotels
35724.0,Local Govt
35700.0,Home Owners Association Management
35620.0,Data tech
35576.0,Sport
35520.0,Heathcare administration
35445.0,Tech distribution
35400.0,Arts Organisation/books/NGO
35360.0,Waste removal
35360.0,Bicycle Retail
35000.0,Temporary staffing
35000.0,Small market radio
35000.0,Pharmacy/Health
35000.0,Permanent makeup
35000.0,Inspection
35000.0,Home management
35000.0,Health & Life insurance TPA
35000.0,Fabric
35000.0,Dry Cleaning
35000.0,Document Shredding
35000.0,Conveyor Manufacturing
35000.0,Coding
34999.0,Court/Government
34800.0,Liquor Retail
34646.0,Personal Banking
34505.0,Vehicle
34460.0,Florida State Government
34250.0,Estate Agency
34220.0,Music Rights
34200.0,Medical administration
34000.0,Marine resource management
33800.0,Propane
33500.0,Library (Government)
33500.0,Bicycle
33384.0,State Health and Human Services
33333.3333333333,Kar wash
33280.0,Tennis Club
33280.0,Herbal Supplements
33196.0,Home Decor Distribution
33040.0,Candle making
33000.0,Telecom Engineering & Design
33000.0,Tax/finance
33000.0,Retail - College Textbooks
33000.0,Quality Control
33000.0,Flooring Installation
33000.0,Business-to-Business Publishing
32880.0,Insolvency
32811.5,Library & Information
32606.6666666667,Religious Institution
32600.0,Community College
32572.0,Psychology research
32500.0,Television Advertising
32232.0,Law/Legal Aid
32133.3333333333,Retail Sales
32000.0,Postal Industry
32000.0,Machine operator
32000.0,Fasteners
32000.0,Computer sales/repair
32000.0,Bankruptcy
31860.0,De
31672.5,Bookselling
31200.0,Towing
31200.0,Inventory
31200.0,"Heating, Air & Electrical"
31200.0,"Colleges, Universities, and Professional Schools (611310)"
31000.0,USPS
31000.0,Retail-matress sales
31000.0,McDonalds
31000.0,Community recreation
30825.0,Probation Services
30090.0,Media and communications
30071.5,Cartography
30000.0,Sushi restaurant industry
30000.0,Speech-Language Pathologist
30000.0,Social media marketing
30000.0,Retail and Food Service
30000.0,Radio/ Media
30000.0,News
30000.0,Museum work
30000.0,Museum / Environmental Education
30000.0,Health food store
30000.0,Esthetics
30000.0,College Admissions
30000.0,Amazon
29866.0,reseach
29600.0,Lumberyard
29600.0,Finance? I guess
29484.0,IT/Gaming
29455.0,Medical Industry
29120.0,Self Storage
29000.0,Waitressing
28928.0,Medical transcription
28896.0,College Institution
28800.0,Wildlife Research
28500.0,Museums - Non-Profit
28288.0,Truck and coach
28006.0,Wellness
28000.0,Retail-remodeling
28000.0,Plant nursery/landscaping
28000.0,No profit
28000.0,Medical optimetry
28000.0,Graduate School
28000.0,Art/Picture Framing
27435.0,Factory
27400.0,Partitioning/construction
27400.0,Legal Expenses
27400.0,Home Fragrance
27000.0,office manager/tax prep
27000.0,Factory/Industrial
27000.0,DME
27000.0,Content Marketing
27000.0,Clinical laboratory testing
27000.0,Cellular sales
27000.0,Caring for developmentally disabled adults
26800.0,Travel Insurance
26706.0,Episcopal Church
26030.0,Attendance hardware/software
26009.45,UK Government
26000.0,Hospital food service
25920.0,Large Engine Maintenance and Engineering
25600.0,clothing distribution
25345.0,Energy Industry
25300.0,Tourism/Hospitality
25160.0,advocay work
25000.0,creative -- freelancing
25000.0,Ride share
25000.0,Camping
24660.0,Higher ed / university (Administrative)
24400.0,Corrugated Paperboard
24000.0,Vape Store
24000.0,Transcription
24000.0,Lab analyst & environmental
24000.0,IT Service
24000.0,Heavy lift
24000.0,HOA Management
24000.0,Child mental health
24000.0,Caregiving
23975.0,Debt management
23318.88,Office Professionals
23290.0,Nhs england
23290.0,IT and Retail
23000.0,County
22947.5,House Building
22000.0,Rope Manufacturing
21000.0,Telemessaging
21000.0,Front-Facing Customer Service
21000.0,Adult Foster Care
20202.0,Gardening
20000.0,Weekly community newspaper
20000.0,SCUBA Diving
20000.0,Geology/Environmental
20000.0,Craft Beer
19200.0,Textile + Restaurant
19200.0,Animal
19000.0,Gaming (Gambling)
18408.0,Reception
18000.0,Student Affairs
17810.0,Health and social care
17500.0,Luxury good
17400.0,Domestic
17000.0,bookstore
17000.0,Chiropractic
16500.0,fast food
16440.0,Cleaning
15600.0,Political Organization
14160.0,Realty
14080.0,Culinary
13700.0,dementia care
13500.0,Ice Rink Industry
12671.0,Energy Sector
12000.0,Coffee Shop
11666.6666666667,Student
10500.0,Sales distribution
10000.0,Volunteer Organization
10000.0,Liquor Sales
9000.0,babysitting
8880.0,ESOL Non-Profit
8000.0,Church Work
7535.0,Support Work
7500.0,"retail, part time"
7500.0,Equine
3000.0,County govt
2900.0,"Currently a student, but I work in my drama department scene shop for my work study job"
2345.0,Drug & Alcohol Nonprofit
2240.0,Retail Gocery
2100.0,HR Admin
2075.0,Art/entertainment
2000.0,on-campus employment
2000.0,"Student , kinda unemployed"
2000.0,Images and Data Entry
2000.0,Fitness/Health & Wellness
1350.0,Radiation safety
1250.0,Concert venues
600.0,Musician
100.0,Motherhood
52.0,Travel website company
48.0,City municipality
21.0,Brand ambassador
20.0,Cosmetic Sales
15.0,filmaking
14.4,Moving
13.0,Retail/Grocery
0.0,Unemployed
0.0,None
0.0,Charity sector
0.0,Care giver
